Id,Label,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,modularity_class,stat_inf_class,clustering,eigencentrality
489,,7,6,13,4.35,3.5,7.85,6,0.32543,0.341166,4188.339297,0.0138,0.01275,0.000254,0,506,4,37,0.357143,0.075577
25,,103,109,212,61.4,63.26,124.66,6,0.377798,0.409901,183970.791963,0.10221,0.11071,0.003373,0,506,2,31,0.075348,0.540048
83,,47,42,89,27.5,21.68,49.18,6,0.349697,0.372725,24359.60686,0.062091,0.062125,0.001424,0,506,2,77,0.145928,0.31919
277,,23,25,48,13,13.56,26.56,6,0.337872,0.357063,22993.227326,0.031169,0.029498,0.000675,0,506,2,109,0.182336,0.158737
70,,51,57,108,29.9,31.1,61,6,0.367173,0.393497,64513.793241,0.070917,0.07607,0.001434,0,506,2,50,0.171537,0.365789
1487,,4,5,9,2.2,2.75,4.95,6,0.320805,0.335197,2747.414426,0.007505,0.012932,0.000249,0,506,4,66,0.35,0.043843
270,,12,11,23,7.5,5.81,13.31,6,0.317758,0.333578,7506.812897,0.014495,0.010621,0.000504,0,506,1,68,0.198718,0.083785
871,,5,8,13,2.95,4.6,7.55,6,0.323575,0.339351,2706.814529,0.008183,0.018178,0.000246,0,506,2,106,0.517857,0.046197
389,,14,25,39,8.05,14.25,22.3,6,0.324247,0.340744,19073.47372,0.007367,0.013508,0.000487,0,506,1,60,0.065,0.038411
544,,7,11,18,4.25,5.95,10.2,6,0.326422,0.341562,2119.776928,0.007339,0.017135,0.000282,0,506,1,62,0.190909,0.038844
2631,,1,2,3,0.55,1.1,1.65,6,0.303033,0.314403,24.605386,0.000471,0.004487,0.000078,0,506,1,86,0,0.002588
672,,9,4,13,5.1,2.2,7.3,6,0.307131,0.318828,2094.631018,0.010563,0.005144,0.000309,0,506,2,22,0.083333,0.057752
137,,28,30,58,16.75,16.9,33.65,6,0.33931,0.358967,54059.716117,0.03092,0.031988,0.001068,0,506,2,83,0.108902,0.159773
424,,16,15,31,8.95,7.61,16.56,6,0.321631,0.336798,6989.082309,0.016859,0.013458,0.000536,0,506,0,26,0.052288,0.086818
65,,54,56,110,31.65,30.38,62.03,6,0.363469,0.388818,134150.316586,0.053205,0.056167,0.001942,0,506,2,2,0.094952,0.296461
1693,,3,3,6,1.65,1.65,3.3,6,0.301691,0.313073,1967.682034,0.003934,0.004379,0.000159,0,506,1,18,0,0.023346
475,,6,9,15,3.85,5.7,9.55,6,0.309516,0.32228,17606.111009,0.002705,0.006625,0.000312,0,506,7,51,0.041667,0.015157
449,,10,12,22,5.9,6.61,12.51,6,0.320887,0.336896,3023.461623,0.00765,0.01187,0.000392,0,506,1,93,0.318182,0.049142
1998,,2,2,4,1.1,1.1,2.2,6,0.303696,0.315475,0,0.005454,0.006392,0.000108,0,506,1,0,1,0.032229
1977,,2,2,4,1.1,1.1,2.2,6,0.301303,0.312459,3692.844563,0.003793,0.004105,0.000116,0,506,1,3,0,0.021588
915,,6,8,14,3.4,4.4,7.8,6,0.306177,0.318677,74649.651879,0.005303,0.005938,0.000381,0,506,11,75,0.071429,0.031124
63,,38,40,78,23.7,22.53,46.23,6,0.356111,0.380923,73186.726788,0.03943,0.048611,0.001482,0,506,1,65,0.114983,0.220505
1957,,2,3,5,1.1,1.65,2.75,6,0.304932,0.316484,6.41609,0.004029,0.00547,0.000108,0,506,1,71,0.666667,0.022827
1635,,3,3,6,1.65,1.65,3.3,6,0.30456,0.316164,828.734211,0.004247,0.00458,0.000176,0,506,7,61,0,0.025111
508,,8,9,17,4.8,4.76,9.56,6,0.318081,0.332728,4904.692765,0.009658,0.010221,0.000314,0,506,1,71,0.166667,0.056356
2499,,1,1,2,0.55,0.55,1.1,6,0.301133,0.312125,0,0.003788,0.0041,0.000079,0,506,1,5,0,0.021279
2497,,1,1,2,0.55,0.55,1.1,6,0.301133,0.312125,0,0.003788,0.0041,0.000079,0,506,1,5,0,0.021279
299,,16,16,32,9.35,9.1,18.45,6,0.322962,0.338684,10780.682522,0.010185,0.010587,0.000594,0,506,1,69,0.079167,0.064204
1225,,2,1,3,1.25,0.55,1.8,6,0.301133,0.312125,26.679488,0.004155,0.0041,0.000084,0,506,1,49,0,0.022623
238,,17,17,34,10.15,10.2,20.35,6,0.322962,0.339641,21655.862184,0.017781,0.017811,0.000609,0,506,1,67,0.150735,0.09266
2488,,1,1,2,0.55,0.55,1.1,6,0.301133,0.312125,0,0.003788,0.0041,0.000079,0,506,1,5,0,0.021279
1936,,2,2,4,1.1,1.1,2.2,6,0.301206,0.312348,0,0.003971,0.004275,0.000119,0,506,1,17,1,0.022601
382,,19,16,35,10.55,8.55,19.1,6,0.315803,0.330722,10056.614466,0.012333,0.0087,0.000746,0,506,1,88,0.081871,0.07151
355,,12,12,24,7.15,6.95,14.1,6,0.314874,0.328868,10059.567942,0.010197,0.011305,0.00048,0,506,1,67,0.115385,0.059186
1090,,4,4,8,2.3,2.25,4.55,6,0.310311,0.322934,7026.655727,0.006317,0.006699,0.000224,0,506,1,92,0.416667,0.036904
1222,,5,5,10,2.75,2.75,5.5,6,0.30949,0.322449,2471.310398,0.006736,0.007143,0.000245,0,506,1,68,0.35,0.040102
21,,91,91,182,55.85,55.55,111.4,6,0.384111,0.415132,226758.089781,0.100294,0.09819,0.002871,0,506,2,41,0.084333,0.518762
564,,8,9,17,4.7,4.46,9.16,6,0.316764,0.330745,2266.293735,0.008189,0.010169,0.000352,0,506,1,49,0.1,0.050255
2459,,1,1,2,0.55,0.55,1.1,6,0.301133,0.312125,0,0.003788,0.0041,0.000079,0,506,1,5,0,0.021279
774,,8,8,16,4.5,4.4,8.9,6,0.321907,0.338738,13500.662918,0.011371,0.012126,0.000371,0,506,1,58,0.178571,0.065115
209,,19,15,34,11.4,8.9,20.3,6,0.320805,0.337928,19866.879047,0.014112,0.011984,0.000717,0,506,1,57,0.078571,0.078143
1922,,2,2,4,1.1,1.1,2.2,6,0.307484,0.3197,24.655727,0.005266,0.005607,0.000112,0,506,1,29,0.5,0.030648
504,,8,7,15,4.8,4,8.8,6,0.306729,0.319473,11392.168531,0.005191,0.005136,0.000337,0,506,1,92,0.107143,0.031119
987,,3,2,5,1.85,1.1,2.95,6,0.301861,0.313148,219.696348,0.004306,0.00424,0.000133,0,506,1,58,0,0.023954
2446,,1,1,2,0.55,0.55,1.1,6,0.301133,0.312125,0,0.003788,0.0041,0.000079,0,506,1,5,0,0.021279
986,,6,6,12,3.35,3.35,6.7,6,0.307282,0.319393,787.247416,0.004908,0.005213,0.000251,0,506,1,69,0.2,0.030012
1603,,3,6,9,1.65,3.3,4.95,6,0.307383,0.319891,4988.900845,0.005564,0.006697,0.000188,0,506,2,68,0.066667,0.030703
446,,5,5,10,3.4,3.35,6.75,6,0.313767,0.32744,793.081477,0.007836,0.007928,0.000198,0,506,1,92,0.45,0.045079
436,,7,4,11,4.4,1.66,6.06,6,0.301642,0.313104,6606.287119,0.004973,0.004452,0.000404,0,506,1,68,0.053571,0.030306
512,,9,8,17,5.3,4.65,9.95,6,0.315696,0.330891,2002.494231,0.009719,0.009205,0.00033,0,506,1,39,0.333333,0.0582
767,,3,0,3,2,0,2,0,0,0,0,0.00658,0,0.000128,0,31,1,109,0.333333,0.034269
469,,14,0,14,7.86,0,7.86,0,0,0,0,0.014917,0,0.000366,0,62,1,81,0.351648,0.080669
188,,39,46,85,21.62,19.26,40.88,6,0.341911,0.364718,28672.278642,0.047141,0.041619,0.001151,0,506,1,50,0.106029,0.237634
257,,14,11,25,8.61,6.8,15.41,6,0.311575,0.325985,11286.170319,0.011983,0.010055,0.000589,0,506,2,60,0.1,0.068178
7400,,9,4,13,4.27,2.95,7.22,7,0.277597,0.288402,366.146296,0.010418,0.001943,0.00027,0,506,1,60,0.244444,0.050951
263,,10,8,18,6.55,4.4,10.95,7,0.264637,0.275521,8182.706053,0.005158,0.001288,0.000431,0,506,1,67,0.072727,0.033745
562,,6,5,11,3.7,3.25,6.95,6,0.317005,0.331136,22455.413614,0.013354,0.008795,0.000288,0,506,11,75,0.380952,0.072526
1691,,20,26,46,10.19,9.81,20,6,0.324107,0.342216,16887.745648,0.026888,0.023938,0.000623,0,506,2,47,0.124777,0.135138
14,,97,93,190,61.16,55.86,117.02,6,0.362134,0.39061,194321.023199,0.081423,0.06964,0.003564,0,506,2,28,0.062547,0.440039
13,,119,125,244,72.49,69.93,142.42,6,0.357845,0.391682,515063.647149,0.075775,0.051599,0.005268,0,506,3,39,0.029018,0.384779
139,,24,24,48,14.65,12.86,27.51,6,0.318108,0.336309,62975.875944,0.013147,0.010459,0.001131,0,506,1,61,0.049858,0.082219
318,,15,14,29,8.8,8.21,17.01,6,0.334793,0.354484,1188.008206,0.039209,0.029608,0.000401,0,506,4,19,0.395425,0.187462
862,,5,4,9,2.95,2.25,5.2,7,0.273763,0.285364,1899.363739,0.005608,0.00199,0.000234,0,506,7,51,0.1,0.034997
251,,16,14,30,9.6,8.5,18.1,6,0.298138,0.314394,14894.415373,0.011659,0.006357,0.00065,0,506,1,62,0.116667,0.068956
111,,26,26,52,16.35,11.86,28.21,6,0.34042,0.362454,18894.549892,0.042347,0.037839,0.000708,0,506,4,82,0.145646,0.207311
16,,110,120,230,67.05,72.16,139.21,6,0.364743,0.396215,335758.405716,0.06385,0.062599,0.004715,0,506,1,29,0.032782,0.370843
5342,,39,80,119,19.56,27.69,47.25,6,0.3628,0.389552,87568.805925,0.048157,0.049823,0.001133,0,506,4,84,0.040049,0.23708
3,,251,243,494,156,146.16,302.16,6,0.38601,0.430891,682808.256435,0.177256,0.161742,0.008974,0,506,4,21,0.035077,0.906444
219,,25,25,50,14.35,14.35,28.7,6,0.339433,0.359754,16983.140656,0.034551,0.034841,0.000774,0,506,4,94,0.14532,0.183805
268,,15,0,15,9.05,0,9.05,0,0,0,0,0.019524,0,0.000477,0,15,2,106,0.119048,0.104029
2839,,1,0,1,0.55,0,0.55,0,0,0,0,0.003788,0,0.000079,0,403,1,5,0,0.021279
1929,,2,1,3,1.1,0.55,1.65,2,0.666667,0.75,6516,0.00379,0,0.000322,0,402,1,5,0,0.021575
420,,6,1,7,3.95,0.75,4.7,6,0.285834,0.298661,172.994013,0.007656,0.002461,0.000263,0,506,1,68,0.266667,0.045302
532,,6,5,11,3.75,2.75,6.5,6,0.291278,0.304679,4844.896493,0.007125,0.003087,0.000283,0,506,1,60,0.261905,0.043525
7401,,3,0,3,1.26,0,1.26,0,0,0,0,0.006423,0,0.000122,0,330,1,49,0.333333,0.037164
200,,12,4,16,7.96,2.25,10.21,7,0.253381,0.26212,8217.104744,0.011057,0.000456,0.000592,0,506,1,49,0.272727,0.063196
402,,13,15,28,7.5,8.7,16.2,6,0.313819,0.328383,14895.737804,0.011594,0.01034,0.000477,0,506,1,60,0.077206,0.063713
7508,,3,1,4,0.81,0.75,1.56,8,0.203608,0.207984,261.058963,0.003861,0.000022,0.000176,0,506,1,67,0,0.022282
7552,,49,13,62,23.42,7.35,30.77,7,0.301934,0.316269,28192.575256,0.043929,0.005953,0.001635,0,506,1,81,0.086735,0.214175
7500,,3,1,4,0.91,0.55,1.46,8,0.220036,0.226076,0,0.005055,0.000208,0.000221,0,506,4,5,0.5,0.028103
7482,,4,2,6,1.46,1.1,2.56,7,0.28209,0.295288,3822.719214,0.00883,0.003846,0.000306,0,506,4,5,0.333333,0.046939
7583,,8,2,10,1.94,1.25,3.19,7,0.249401,0.258179,393.053761,0.020925,0.000395,0.000285,0,506,0,105,0.428571,0.101645
971,,3,3,6,1.9,2.55,4.45,7,0.296745,0.312639,37.229879,0.007423,0.007538,0.000131,0,506,4,94,0.833333,0.039068
92,,49,51,100,28.25,29.91,58.16,6,0.347556,0.37268,51602.2559,0.059951,0.053055,0.001432,0,506,4,77,0.114141,0.29555
7336,,3,3,6,1.45,2.01,3.46,7,0.290308,0.30581,24487.05037,0.004419,0.004644,0.00019,0,506,3,75,0,0.025668
1545,,1,1,2,0.7,0.9,1.6,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
103,,43,42,85,25.05,24.95,50,6,0.355469,0.379664,32241.658574,0.064493,0.058445,0.001174,0,506,4,56,0.175253,0.30791
207,,19,20,39,11.45,11.96,23.41,6,0.33221,0.352593,1777.540797,0.037847,0.039014,0.000546,0,506,4,65,0.407895,0.186041
6,,139,148,287,88.9,86.65,175.55,5,0.377303,0.412744,336917.515321,0.122799,0.12204,0.004789,0,506,4,33,0.052608,0.629807
7380,,7,7,14,3.41,4.9,8.31,6,0.313951,0.333253,7147.161305,0.014879,0.013655,0.000252,0,506,4,46,0.428571,0.069777
287,,17,19,36,9.95,11.3,21.25,6,0.334464,0.356539,3638.867427,0.034073,0.035482,0.000494,0,506,4,26,0.278571,0.173978
754,,14,13,27,7.57,8.6,16.17,6,0.317408,0.337012,9839.776637,0.01641,0.015458,0.000505,0,506,4,22,0.2,0.085728
26,,138,133,271,78.67,75.52,154.19,6,0.387567,0.422138,283583.620303,0.146685,0.138374,0.003907,0,506,2,32,0.07061,0.721053
34,,70,70,140,43.05,41.61,84.66,6,0.351073,0.377769,61634.256198,0.077877,0.073183,0.001994,0,506,4,30,0.135505,0.380228
525,,6,6,12,3.8,5.75,9.55,7,0.291709,0.306868,9534.897985,0.005537,0.005809,0.00032,0,506,0,6,0.066667,0.031167
56,,33,34,67,21.8,21.75,43.55,6,0.337021,0.358518,41526.981212,0.03894,0.038806,0.001126,0,506,4,56,0.168449,0.199322
1849,,1,1,2,0.65,0.75,1.4,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
557,,9,9,18,5.25,5.6,10.85,6,0.303745,0.32317,1323.193386,0.015444,0.015877,0.000296,0,506,4,80,0.416667,0.080923
208,,15,15,30,9.45,9.2,18.65,6,0.31575,0.334303,1217.123083,0.019667,0.020896,0.000437,0,506,4,26,0.2,0.105744
1558,,2,2,4,1.2,1.3,2.5,6,0.282515,0.297398,0,0.005576,0.005735,0.000104,0,506,4,21,1,0.029568
2346,,1,1,2,0.6,0.75,1.35,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
974,,5,5,10,2.9,2.95,5.85,6,0.300602,0.316831,847.613937,0.007881,0.008021,0.000197,0,506,4,6,0.05,0.042418
262,,15,13,28,9.1,8.15,17.25,7,0.320202,0.337753,2996.343741,0.022415,0.019659,0.000462,0,506,4,104,0.3,0.114673
2001,,2,3,5,1.1,1.85,2.95,6,0.312719,0.329579,338.06941,0.00408,0.008153,0.000115,0,506,1,29,0.333333,0.02496
815,,10,11,21,5.5,6.26,11.76,6,0.319519,0.338409,7810.814992,0.018525,0.018818,0.000327,0,506,4,58,0.262821,0.093163
120,,26,27,53,16.1,16.95,33.05,6,0.31647,0.338342,11880.471812,0.032603,0.027092,0.000704,0,506,4,38,0.181034,0.154532
492,,10,9,19,5.85,5.5,11.35,6,0.328137,0.347869,550.920454,0.027217,0.023662,0.000321,0,506,4,19,0.622222,0.137658
1175,,4,4,8,2.3,2.4,4.7,6,0.304115,0.31982,7307.361394,0.008201,0.008653,0.000214,0,506,4,21,0.25,0.045028
32,,71,74,145,43.9,44.4,88.3,6,0.366347,0.395205,98386.389291,0.101398,0.09478,0.002087,0,506,4,90,0.133034,0.492192
172,,30,32,62,17.2,18.41,35.61,6,0.343509,0.367071,14780.84447,0.042639,0.04956,0.000895,0,506,4,8,0.197917,0.210269
1347,,3,3,6,1.75,1.95,3.7,7,0.295109,0.311679,353.444115,0.00782,0.007953,0.000141,0,506,4,21,0.333333,0.04147
1338,,1,1,2,0.75,0.75,1.5,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
105,,40,41,81,23.5,22.62,46.12,6,0.33888,0.360786,28733.117268,0.046552,0.04501,0.001212,0,506,4,90,0.135266,0.235096
818,,4,5,9,2.5,3.05,5.55,6,0.308091,0.326604,0,0.0125,0.015829,0.000153,0,506,4,33,1,0.064737
890,,8,7,15,4.45,4.15,8.6,7,0.29878,0.315784,1026.83928,0.008817,0.009397,0.00029,0,506,4,94,0.25,0.04956
1362,,2,2,4,1.25,1.35,2.6,7,0.283541,0.298542,0,0.005499,0.006085,0.000117,0,506,4,21,1,0.031405
1547,,1,1,2,0.7,0.7,1.4,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
1056,,4,4,8,2.35,2.35,4.7,6,0.302299,0.318335,44.469201,0.0103,0.011464,0.00016,0,506,4,27,0.333333,0.056889
2280,,5,2,7,2.6,1.3,3.9,7,0.291142,0.306385,55.591608,0.014736,0.006598,0.000172,0,506,2,84,0.4,0.075772
879,,6,5,11,3.45,3,6.45,7,0.304263,0.323141,243.127002,0.015921,0.012498,0.000204,0,506,4,27,0.466667,0.079743
36,,76,79,155,45.71,46.57,92.28,6,0.358702,0.388551,79838.605352,0.092307,0.089469,0.00219,0,506,4,25,0.128858,0.453014
590,,4,4,8,2.7,2.85,5.55,7,0.283177,0.298477,392.997806,0.005098,0.005323,0.000183,0,506,4,18,0,0.02842
3260,,1,1,2,0.55,0.65,1.2,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
1174,,2,2,4,1.3,1.5,2.8,6,0.293744,0.309372,297.845103,0.005296,0.005692,0.000115,0,506,1,21,0,0.031138
3198,,1,1,2,0.55,0.65,1.2,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
460,,13,13,26,7.4,7.35,14.75,6,0.315457,0.332021,19120.085564,0.01107,0.01223,0.000568,0,506,3,39,0.049451,0.061502
3200,,1,1,2,0.55,0.65,1.2,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
589,,7,8,15,4.2,4.9,9.1,6,0.319192,0.335726,7412.154302,0.011503,0.015242,0.000266,0,506,2,1,0.267857,0.056178
433,,12,12,24,6.95,6.41,13.36,7,0.303918,0.321655,12625.492385,0.010842,0.011853,0.000447,0,506,4,94,0.134615,0.060179
81,,39,39,78,23.6,22.6,46.2,6,0.330686,0.353438,37330.603511,0.036919,0.0346,0.001233,0,506,4,94,0.114634,0.187332
7509,,8,4,12,3.31,1.86,5.17,6,0.301424,0.317258,955.532708,0.009948,0.008237,0.000244,0,506,4,3,0.053571,0.052296
973,,4,3,7,2.4,1.9,4.3,7,0.286205,0.301353,30.09557,0.00652,0.006634,0.000155,0,506,4,106,0.5,0.035797
1555,,2,2,4,1.2,1.2,2.4,6,0.287611,0.303687,0,0.006699,0.007084,0.000109,0,506,4,21,1,0.036565
3154,,1,1,2,0.55,0.65,1.2,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
7595,,47,53,100,20.38,27.72,48.1,6,0.345187,0.371146,80875.828798,0.052248,0.049369,0.001475,0,506,4,85,0.105786,0.265519
1361,,3,3,6,1.75,1.95,3.7,6,0.298804,0.317961,0,0.010321,0.01002,0.000122,0,506,4,24,1,0.051463
2331,,2,2,4,1.1,1.1,2.2,7,0.281243,0.295815,181.781594,0.004373,0.005222,0.000097,0,506,6,72,0.166667,0.024454
509,,11,12,23,6.3,7.1,13.4,6,0.316684,0.333022,21659.043201,0.011714,0.015042,0.000569,0,506,4,36,0.106061,0.068745
969,,7,7,14,3.9,4.2,8.1,6,0.301497,0.319166,3438.917042,0.015568,0.012265,0.000232,0,506,4,56,0.464286,0.077919
197,,33,35,68,18.51,20.9,39.41,6,0.352327,0.3772,16217.485839,0.056472,0.05729,0.000937,0,506,4,73,0.190476,0.280641
621,,6,7,13,3.65,4.3,7.95,6,0.313425,0.332515,3374.61545,0.017751,0.017983,0.000209,0,506,2,80,0.404762,0.091283
1036,,3,4,7,1.85,1.86,3.71,7,0.292232,0.309739,384.646127,0.007926,0.008264,0.000138,0,506,4,45,0.5,0.042506
1054,,4,4,8,2.35,2.35,4.7,6,0.317569,0.335344,566.54234,0.011949,0.012005,0.000161,0,506,4,27,0.416667,0.064092
1818,,1,1,2,0.65,0.65,1.3,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
358,,12,11,23,7.15,5.52,12.67,6,0.314583,0.330353,9236.840774,0.015643,0.01228,0.000377,0,506,6,56,0.133333,0.077155
748,,17,17,34,9.06,9.95,19.01,6,0.331505,0.353225,9540.406854,0.029431,0.029767,0.000511,0,506,4,36,0.278947,0.139947
88,,38,56,94,22.81,29.64,52.45,6,0.371874,0.398434,80955.318992,0.056935,0.081322,0.001065,0,506,4,42,0.164231,0.273874
163,,31,30,61,17.8,17.36,35.16,6,0.334942,0.356716,12077.76245,0.037744,0.038922,0.000865,0,506,4,35,0.186275,0.190231
1576,,2,1,3,1.2,0.6,1.8,7,0.278525,0.292764,0,0.005071,0.004185,0.000105,0,506,4,21,1,0.028673
2353,,1,1,2,0.6,0.6,1.2,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
3221,,1,1,2,0.55,0.6,1.15,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
136,,33,37,70,19.3,21.01,40.31,6,0.352493,0.375758,25647.8086,0.050004,0.055833,0.000958,0,506,4,73,0.188438,0.251042
1367,,5,5,10,2.75,3.3,6.05,7,0.288897,0.303795,7323.071738,0.004619,0.004938,0.000289,0,506,4,21,0.1,0.026892
7512,,18,13,31,8.28,7.35,15.63,6,0.321383,0.337603,3095.299064,0.022437,0.017618,0.000552,0,506,4,59,0.156863,0.117261
757,,7,10,17,4.05,5.9,9.95,6,0.317704,0.33646,3181.683641,0.017543,0.018159,0.000228,0,506,4,92,0.333333,0.083926
49,,59,65,124,35.35,37.33,72.68,6,0.353758,0.380847,47277.8987,0.065688,0.07444,0.001715,0,506,4,90,0.124012,0.334244
646,,4,3,7,2.65,2.05,4.7,7,0.290533,0.305109,952.571408,0.006011,0.005542,0.000144,0,506,4,92,0.416667,0.028891
2328,,2,3,5,1.1,1.95,3.05,7,0.290353,0.306259,16.521788,0.006566,0.008368,0.000099,0,506,4,21,0.333333,0.032552
1360,,4,4,8,2.25,2.25,4.5,6,0.297617,0.316413,135.243485,0.010816,0.011042,0.000163,0,506,4,56,0.5,0.057358
7377,,3,3,6,1.4,1.7,3.1,6,0.314267,0.329206,0,0.011627,0.011828,0.000127,0,506,2,21,1,0.05919
2321,,1,1,2,0.6,0.6,1.2,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
125,,64,68,132,35.03,35.85,70.88,6,0.347041,0.373339,72585.723775,0.068935,0.065949,0.001926,0,506,4,42,0.115219,0.334315
1548,,2,2,4,1.2,1.2,2.4,7,0.295063,0.311501,28.160207,0.007679,0.007911,0.000109,0,506,4,21,0.5,0.041012
1837,,3,3,6,1.65,1.7,3.35,7,0.285268,0.300841,0,0.006821,0.006784,0.000123,0,506,4,42,1,0.034133
1834,,2,2,4,1.15,1.15,2.3,6,0.285203,0.301068,0,0.006183,0.006476,0.000108,0,506,4,21,1,0.033989
703,,11,10,21,6.1,5.75,11.85,6,0.326166,0.344115,5285.230832,0.024691,0.020199,0.000356,0,506,4,13,0.345455,0.114034
1456,,4,8,12,2.2,5.2,7.4,6,0.316737,0.334121,2374.720324,0.009536,0.012239,0.00017,0,506,4,56,0.089286,0.050724
7406,,4,3,7,1.76,1.75,3.51,7,0.289858,0.305167,1353.443091,0.009776,0.006976,0.000155,0,506,4,51,0.5,0.050585
1832,,2,2,4,1.15,1.15,2.3,7,0.289344,0.305878,0,0.006813,0.007222,0.000104,0,506,4,21,1,0.03698
3105,,1,1,2,0.55,0.6,1.15,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
641,,17,18,35,9.16,10,19.16,6,0.336325,0.356561,18550.109246,0.023281,0.024879,0.000657,0,506,0,106,0.144737,0.117265
320,,15,16,31,8.8,9.35,18.15,6,0.33888,0.359488,10455.928285,0.030104,0.028587,0.000437,0,506,4,59,0.291667,0.139893
885,,10,10,20,5.45,5.65,11.1,6,0.313452,0.331901,8289.545457,0.016654,0.016881,0.00042,0,506,4,58,0.318182,0.085248
632,,11,12,23,6.15,6.95,13.1,6,0.330452,0.34823,10947.900591,0.018522,0.022187,0.000392,0,506,2,9,0.205128,0.101519
2300,,1,1,2,0.6,0.6,1.2,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
702,,10,9,19,5.6,5.3,10.9,7,0.3,0.31662,453.565308,0.014157,0.011519,0.000325,0,506,4,38,0.333333,0.074464
228,,20,19,39,11.75,10.22,21.97,6,0.32958,0.348888,2683.985636,0.036986,0.032538,0.000591,0,506,4,36,0.339827,0.180998
752,,10,9,19,5.55,5.1,10.65,6,0.317005,0.334388,824.6112,0.018697,0.014728,0.000299,0,506,4,66,0.344444,0.091451
2291,,1,1,2,0.6,0.6,1.2,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
656,,15,13,28,8.12,7.56,15.68,6,0.310388,0.328374,13316.455351,0.011222,0.009883,0.000491,0,506,1,27,0.066176,0.064441
877,,6,6,12,3.45,3.5,6.95,6,0.311264,0.332688,253.425582,0.016893,0.016581,0.000214,0,506,4,45,0.633333,0.085353
2293,,5,9,14,2.6,5.1,7.7,7,0.312354,0.330414,320.96019,0.005717,0.012687,0.000121,0,506,6,72,0.444444,0.025137
650,,14,11,25,7.65,6.25,13.9,6,0.313583,0.331385,8532.967796,0.020627,0.014978,0.000477,0,506,4,97,0.252381,0.108339
3328,,1,1,2,0.55,0.55,1.1,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
720,,11,12,23,6.05,6.6,12.65,6,0.300144,0.316898,15811.042304,0.006512,0.006924,0.000427,0,506,1,98,0.068182,0.040067
1379,,4,7,11,2.25,4,6.25,7,0.31353,0.329284,388.24449,0.010178,0.011493,0.000152,0,506,4,15,0.142857,0.052598
3275,,1,1,2,0.55,0.55,1.1,7,0.278525,0.292764,0,0.003818,0.004185,0.000081,0,506,4,21,0,0.02177
345,,13,14,27,7.7,8.2,15.9,6,0.332328,0.351655,2052.028067,0.031295,0.030238,0.000366,0,506,4,45,0.347619,0.153779
336,,13,14,27,7.75,8.4,16.15,6,0.31663,0.337025,2375.590195,0.016762,0.020634,0.000412,0,506,4,59,0.274725,0.084397
295,,25,23,48,13.9,12.9,26.8,6,0.348428,0.370287,13488.135191,0.050011,0.041784,0.000751,0,506,4,19,0.266154,0.246052
1375,,3,3,6,1.75,1.75,3.5,7,0.297735,0.313974,112.902872,0.007343,0.007742,0.000135,0,506,4,80,0.333333,0.040031
435,,11,14,25,6.45,8.55,15,7,0.30513,0.325289,5886.683933,0.00836,0.012211,0.000369,0,506,3,59,0.117647,0.046485
7390,,8,7,15,3.86,4.2,8.06,6,0.31173,0.330518,9764.0722,0.012219,0.011741,0.000311,0,506,4,38,0.178571,0.062599
12,,128,128,256,77.2,73.7,150.9,6,0.361924,0.394355,201624.96791,0.097067,0.10017,0.004088,0,506,4,30,0.058409,0.510132
1853,,3,3,6,1.65,1.65,3.3,7,0.287678,0.302278,45.237125,0.005704,0.005847,0.000123,0,506,4,97,0.333333,0.02986
1184,,5,5,10,2.8,2.8,5.6,6,0.307509,0.324455,27.917856,0.014069,0.013402,0.000172,0,506,4,25,0.9,0.067587
1064,,5,7,12,2.85,4.1,6.95,6,0.306353,0.326844,148.357708,0.012442,0.018271,0.000177,0,506,4,45,0.714286,0.063027
